0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.1434873500000000e-02,3.9365499999999998e-02,3.7052700000000001e-02,9.8291600000000000e-03,-6.5920400000000004e-02,-1.6860800000000001e-01,-2.4267200000000000e-01,-2.7246500000000001e-01,-3.1496800000000003e-01,-4.1886200000000001e-01,-7.4034699999999998e-01,6.2528499999999998e-01,1.4785999999999999e+00,1.4862700000000000e+00,9.0418699999999996e-01,1.8735099999999999e-01,-3.1171700000000002e-01,-4.0413199999999999e-01,-6.2362099999999997e-02,3.1638200000000000e-01,5.9702400000000000e-01
9.9527526520000004e-06,3.9247719440000002e-04,-8.1756211180000001e-04,8.1423942449999995e-04,-9.3817058739999995e-04,-6.9592703110000001e-04,9.6304061830000003e-04,2.4082343460000001e-04,-4.0246695940000002e-04,-2.7735066579999998e-04,-3.8062391600000002e-05,-4.0430631549999999e-04,-4.2962535000000000e-04,8.4838726199999996e-04,2.5780498670000001e-04,5.1006284659999999e-04,4.2778474189999999e-04,4.4551554230000000e-04,-8.6032594190000005e-04,-2.6330982480000002e-05,2.0985735160000001e-02,3.6397199999999998e-02,3.0898700000000001e-02,-1.3091100000000000e-03,-7.9237100000000005e-02,-1.7810699999999999e-01,-2.4837600000000001e-01,-2.8295500000000001e-01,-3.3247500000000002e-01,-4.3773699999999999e-01,-7.6527199999999995e-01,5.5923299999999998e-01,1.4559000000000000e+00,1.5495399999999999e+00,1.0245000000000000e+00,3.1515300000000002e-01,-2.1662200000000001e-01,-3.6682300000000001e-01,-7.0870799999999998e-02,3.1689499999999998e-01,6.1516199999999999e-01
-8.2227827660000003e-04,5.1924409210000002e-04,-1.5236547610000001e-04,1.9396527589999999e-04,-8.2716753859999996e-04,-4.5407792989999999e-04,2.4761533540000000e-04,-5.5572978910000000e-04,-5.4910462460000000e-04,-1.3171921010000001e-04,9.7461404859999995e-04,-5.7802081960000001e-04,7.0642940879999999e-04,-4.3177131969999999e-04,6.7273097810000005e-04,-2.6656124539999997e-04,8.7029492699999995e-04,7.1980976779999998e-04,-1.8178201240000000e-05,-9.5584280249999998e-04,2.2012736790000001e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
-2.7576560499999999e-04,4.7288984140000001e-04,3.8741271259999997e-05,-1.5409531269999999e-04,-9.4193416410000004e-04,8.1848341590000004e-04,-7.7564083130000005e-04,9.6033277930000001e-04,3.7565740050000002e-04,-2.5338529790000000e-05,4.7181669289999997e-04,1.7733876729999999e-04,5.6903708759999997e-05,-8.8710936700000004e-05,6.5660699489999996e-04,7.4078411080000001e-04,-1.7020145710000001e-05,9.3906099639999997e-04,7.7759194139999995e-04,-7.2347069199999998e-04,2.1647061860000000e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
-1.2689868119999999e-04,-3.1217831439999999e-04,-7.6214504319999999e-04,9.6489749750000003e-05,5.1805147229999995e-04,-9.3519692269999997e-04,-7.9678532249999995e-04,1.7385632170000001e-04,3.9007572219999998e-04,5.8364713739999998e-04,6.9997343269999996e-04,7.5056218080000005e-04,2.1098126089999999e-04,9.0712807390000004e-04,9.8172963759999990e-04,7.3414162380000005e-04,2.8822261790000003e-04,2.0930899119999999e-04,8.2537850669999998e-04,-6.6003422019999999e-05,2.4326080680000001e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
-8.4171648049999998e-04,8.0866657510000005e-04,6.5469295859999996e-04,-7.0537741679999998e-04,6.1434077099999996e-04,3.3774073340000002e-04,-7.2270475150000004e-04,3.4466586970000003e-04,6.6485166609999997e-04,9.1372889650000004e-04,2.5949697850000000e-04,-2.8854886970000002e-04,-3.5355135250000002e-04,-8.7336385259999998e-04,-4.3891959510000000e-04,-4.8603117570000001e-04,-8.2496897589999995e-04,-8.5276234240000003e-04,-7.9866448289999997e-04,-7.3861905729999996e-04,1.8318634319999999e-02,5.1710399999999997e-02,1.2580800000000000e-01,1.4814600000000000e-01,4.1395899999999999e-02,-1.6112299999999999e-01,-3.1470599999999999e-01,-3.3490399999999998e-01,-3.3951199999999998e-01,-4.4433400000000001e-01,-8.0135999999999996e-01,6.3240200000000002e-01,1.4864100000000000e+00,1.4722800000000000e+00,8.8958400000000004e-01,2.1947200000000000e-01,-1.8884000000000001e-01,-2.0674300000000001e-01,6.5010200000000004e-02,3.1304300000000002e-01,6.1842100000000000e-01
2.5577246670000002e-04,-3.7604805780000000e-04,9.0258164820000003e-04,9.4567040919999997e-04,-5.9655058580000003e-04,4.5224018279999998e-04,3.5257086569999999e-04,1.3435809020000001e-04,4.3671592749999999e-04,-5.7972650280000001e-04,4.9314174989999995e-04,4.9788649849999997e-04,7.8840349090000003e-04,-7.6623605090000004e-04,3.0853229470000001e-04,-9.4689517270000003e-04,-4.2849717609999999e-04,2.2367406400000000e-04,-2.6859715160000000e-04,-4.3766497440000002e-04,2.3070011679999999e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
4.2246056940000001e-04,7.3745245580000005e-04,-7.5504277960000005e-04,7.7400879389999996e-04,1.9076820160000000e-04,5.9018726710000004e-04,1.3434476980000000e-04,9.7716780819999990e-04,9.2549964500000001e-04,1.2591990770000000e-05,5.8677959810000003e-04,4.3908239950000001e-04,-1.9562459540000001e-04,-7.6799366680000000e-04,6.6276125360000004e-04,-3.1782517499999999e-04,6.2384527200000004e-04,-5.2677087600000005e-04,8.6832337420000003e-04,-8.3789541409999996e-05,2.0703167429999999e-02,3.9382599999999997e-02,3.9326500000000000e-02,1.2659900000000000e-02,-7.4000499999999997e-02,-2.0026700000000000e-01,-2.9696699999999998e-01,-3.3640900000000001e-01,-3.8805600000000001e-01,-5.1391900000000001e-01,-8.8210599999999995e-01,6.4936099999999997e-01,1.5298799999999999e+00,1.5330299999999999e+00,9.6308199999999999e-01,2.9804799999999998e-01,-1.2195700000000000e-01,-1.6655100000000000e-01,9.8086699999999999e-02,3.6688500000000002e-01,7.1045400000000003e-01
7.0571922859999998e-04,4.9958010759999999e-04,-2.6066913350000000e-04,2.8878513750000000e-04,1.7959994930000000e-04,6.8652348499999999e-04,-9.8858774730000007e-04,-6.2682740879999998e-04,-4.0575444120000001e-04,-3.2262193490000001e-04,4.5192129490000002e-04,9.8912739979999998e-04,8.0371311969999997e-04,5.3405713730000004e-04,-7.4237492109999995e-04,-4.4136782410000001e-04,-7.4325582260000001e-04,7.7767559779999996e-04,6.1158933969999996e-04,-1.9840614379999999e-04,2.6007849000000000e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
5.4727479569999997e-05,-4.0564971319999999e-04,8.3533361190000002e-04,6.2556998940000005e-04,3.5662752559999999e-05,2.0032774310000000e-04,6.6764626620000002e-04,-4.4148802010000002e-05,-3.4167340340000000e-04,1.8449939650000001e-04,6.5228390369999995e-04,-6.5941705510000001e-05,-4.6687282330000002e-04,6.1499960710000002e-04,-7.4415498520000005e-04,-2.6455081270000002e-04,-9.6089223540000003e-04,-7.5196353030000001e-04,-6.7645747800000003e-04,-1.3031671950000000e-04,2.1148129979999999e-02,4.2154799999999999e-02,8.9869299999999999e-02,1.0022300000000001e-01,2.0760499999999999e-03,-1.8440999999999999e-01,-3.3521800000000002e-01,-3.6780000000000002e-01,-3.8301400000000002e-01,-4.9400400000000000e-01,-8.8507700000000000e-01,6.1472499999999997e-01,1.5313399999999999e+00,1.5756100000000000e+00,1.0143300000000000e+00,3.3678799999999998e-01,-8.9745300000000000e-02,-1.3387199999999999e-01,1.0481200000000000e-01,3.4455999999999998e-01,7.0910499999999999e-01
